epoch,acc,loss,val_acc,val_loss
0,0.333642950028,1.76120290103,0.428531624441,1.53881805429
1,0.437395504367,1.49870255944,0.476734466433,1.36932181741
2,0.482351848412,1.38326756098,0.498467539709,1.33687407624
3,0.504953867113,1.31813504274,0.503204235196,1.36365705036
4,0.522106631991,1.27565180285,0.534410699363,1.24147742135
5,0.533036101308,1.24170052387,0.548063527449,1.22274179916
6,0.543624992263,1.21904286968,0.556701030961,1.16606866882
7,0.548888476063,1.19740271231,0.55753691837,1.15921908303
8,0.554926001612,1.18131920921,0.560044580663,1.16431735051
9,0.562418725614,1.16622825579,0.562552242998,1.20639133812
10,0.566412780985,1.15688755364,0.58930064088,1.09421897669
11,0.57019010465,1.13844753677,0.580105879079,1.1367148414
12,0.580376493904,1.12989063559,0.592365561471,1.11771167617
13,0.579540528825,1.11849680867,0.599609919206,1.07379382857
14,0.583999009228,1.10924218232,0.593758707177,1.07907648311
15,0.586754597804,1.10100503991,0.602953468937,1.06977446184
16,0.590098458116,1.09654412768,0.602396210648,1.07367632837
17,0.594680785195,1.08744548719,0.604903872953,1.06552772743
18,0.594154436815,1.08280250011,0.615770409618,1.02020276573
19,0.600222924022,1.07445941323,0.612984118155,1.040869659
20,0.601337544117,1.07109859235,0.61465589304,1.06940759288
21,0.601523314144,1.06171383485,0.61772081363,1.02512064273
22,0.601306582451,1.05874041077,0.619671217618,1.02875796348
23,0.602018700845,1.05590614052,0.623293396522,1.03072882194
24,0.607963341385,1.04721562342,0.602117581532,1.06284709846
25,0.611121431671,1.04439476577,0.612705489027,1.04531999405
26,0.608613536449,1.03851882985,0.604625243834,1.06530395583
27,0.612081243424,1.03876132408,0.592086932301,1.08683642759
28,0.615548950399,1.03498592182,0.623014767353,1.02845965082
29,0.615951452106,1.0276925395,0.600167177495,1.07228217184
30,0.61873800236,1.02419036368,0.621900250775,1.03328154495
31,0.618273577311,1.02164745525,0.608526051858,1.04259117788
32,0.638708279154,0.974187482377,0.6464196155,0.961049563076
33,0.640008669275,0.962979573238,0.64530509893,0.953293538402
34,0.642268871141,0.955999194258,0.645583728075,0.954803557607
35,0.644931574718,0.95379448456,0.644469211513,0.954732775323
36,0.648987553416,0.949420590217,0.651434940103,0.952386325035
37,0.649947365158,0.939221057757,0.652828085826,0.950163627159
38,0.649544863466,0.939081996246,0.647812761248,0.953466824899
39,0.651990835346,0.934758114094,0.648370019537,0.947895535289
40,0.651123908597,0.936349732306,0.647534132103,0.95292308577
41,0.650752368564,0.939136785567,0.653942602405,0.94396832445
42,0.650040250167,0.934968749944,0.651713569273,0.947175478264
43,0.652052758687,0.935135033095,0.655614377272,0.944888307577
44,0.65400334386,0.92745119967,0.651713569248,0.945122953476
45,0.65195987368,0.932324085116,0.648927277802,0.94365294058
46,0.655117963957,0.926244236484,0.647534132079,0.949473955433
47,0.652981608772,0.926058101085,0.651156310958,0.940893103765
48,0.651526410304,0.926981992187,0.651434940103,0.942007439752
49,0.654560653914,0.924083818747,0.64976316526,0.946994432004
50,0.657099510813,0.921713880824,0.651434940128,0.93715476455
51,0.654653538915,0.922061964501,0.650877681839,0.940907918234
52,0.65552046566,0.919663828695,0.653942602405,0.941976728198
53,0.657532974178,0.920448248257,0.653385344115,0.936389426296
54,0.657037587467,0.920973885712,0.654778489838,0.941560532529
55,0.657966437558,0.916498330889,0.652828085826,0.940596234702
56,0.658740479288,0.915688605403,0.650041794405,0.94177374042
57,0.659700291047,0.916023223103,0.653942602405,0.939687506373
58,0.658430862599,0.919133006039,0.647812761223,0.939075188339
59,0.659576444364,0.912720179608,0.651434940103,0.941069777412
60,0.661496067864,0.909459927679,0.645305098922,0.944931678302
61,0.658864325961,0.911596494774,0.648648648657,0.940310009511
62,0.663167998026,0.910666433331,0.648370019537,0.944993725425
63,0.659731252717,0.914339726581,0.655614377297,0.940382276713
64,0.658709517617,0.908987867226,0.656171635586,0.938997448437
65,0.65722335748,0.912575255072,0.654499860719,0.93583576468
66,0.663013189679,0.908378926141,0.654221231549,0.937562004508
67,0.66069106447,0.907367220242,0.647255502959,0.941287172475
68,0.663756269734,0.905174237108,0.653663973285,0.933266122416
69,0.662362994615,0.908746200528,0.65032042355,0.936804528421
70,0.659514521025,0.907602279952,0.650041794405,0.93446095945
71,0.661031642834,0.906607783935,0.653942602429,0.940155085563
72,0.661867607905,0.906658836316,0.653106714971,0.937794386626
